438	807	0.6931471805599453
438	808	0.6931471805599453
438	803	0.0
934	983	0.0
934	984	0.6931471805599453
438	805	0.6931471805599453
739	314	0.6931471805599453
911	512	0.0
668	571	0.0
321	864	1.3862943611198906
911	519	3.5263605246161616
911	517	2.0794415416798357
911	518	2.3978952727983707
686	462	0.0
82	615	0.6931471805599453
739	327	0.0
934	976	0.0
739	329	0.6931471805599453
739	328	1.9459101490553132
321	847	0.6931471805599453
911	530	2.302585092994046
911	521	2.995732273553991
911	522	2.772588722239781
911	523	2.302585092994046
911	524	1.6094379124341003
911	526	0.0
835	397	1.6094379124341003
745	922	1.0986122886681098
686	455	0.0
745	921	0.0
911	529	1.9459101490553132
835	390	1.0986122886681098
871	931	1.6094379124341003
686	438	0.0
911	541	2.4849066497880004
911	540	4.3694478524670215
911	538	0.0
911	533	0.0
911	534	1.791759469228055
911	531	4.02535169073515
686	443	0.0
701	657	1.3862943611198906
102	590	0.6931471805599453
649	821	0.0
911	546	0.6931471805599453
911	547	1.0986122886681098
911	549	1.791759469228055
911	542	1.0986122886681098
911	545	0.0
754	638	0.6931471805599453
401	828	0.6931471805599453
668	527	1.9459101490553132
401	829	0.0
754	626	0.6931471805599453
686	421	0.0
911	555	1.0986122886681098
911	553	0.0
401	830	0.6931471805599453
401	831	0.0
668	530	2.1972245773362196
668	531	0.6931471805599453
668	535	1.0986122886681098
668	534	0.0
928	446	0.0
668	532	0.0
668	539	2.0794415416798357
668	538	2.833213344056216
668	537	1.9459101490553132
668	536	0.0
686	404	0.0
686	405	1.0986122886681098
993	303	0.0
668	541	6.467698726104354
668	542	6.580639137284949
150	562	0.0
668	540	3.2188758248682006
668	544	5.159055299214529
668	543	5.863631175598097
874	500	0.0
668	546	2.6390573296152584
668	545	5.602118820879701
874	501	0.0
928	431	0.0
934	966	2.1972245773362196
934	965	1.791759469228055
754	604	0.0
475	477	0.0
686	400	1.3862943611198906
668	559	0.6931471805599453
985	265	0.0
874	511	0.6931471805599453
928	423	3.295836866004329
928	424	1.9459101490553132
874	510	1.0986122886681098
668	554	0.0
928	422	0.0
874	505	1.0986122886681098
874	503	0.0
861	609	0.0
874	502	0.6931471805599453
874	509	0.0
874	508	1.9459101490553132
668	560	0.0
874	507	0.0
1217	586	0.0
1145	1148	0.0
1017	608	0.0
928	494	0.0
656	290	0.0
1310	1042	0.6931471805599453
511	589	1.791759469228055
1799	1163	2.1972245773362196
